,FMID,MarketName,Facebook,Twitter,Youtube,Website,has_social_media,city,State,street,County,x,y,Credit,WIC,WICcash,SFMNP,Organic,Flowers,Vegetables,Meat,Nursery,Wine,Coffee,Fruits,PetFood,WildHarvested,updateTime,Location,AddressNumber,PlaceName,StateName,StreetName,StreetNamePreDirectional,StreetNamePostDirectional,ZipCode,StreetNamePrefix,StreetNameSuffix,USPSBox,OccupancySuite
6161,1002500,Prudential Plaza Chicago Farmers Market,,,,http://www.cityofchicago.org/specialevents,True,Chicago,Illinois,130 randolph east st,Cook,-87.6046,41.8006,0,0,0,0,,,,,,,,,,,2009,,130,,,randolph,east,,,,st,,
6162,1001535,PS 11 Farm Market,,,,http://www.ps11chelsea.org,True,New York,New York,320 21st west street,New York,-74.001176,40.744677,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3/31/2014 3:54:07 PM,Educational institution,320,,,21st,west,,,,street,,
6163,1005595,PTC Farmers Market,https://www.facebook.com/PeachtreeCityFarmersMarket/,,,http://www.ptcfarmersmarket.org,True,Peachtree City,Georgia,212 northlake dr,Fayette,-84.586744,33.400778,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6/27/2016 9:24:05 PM,,212,,,northlake,,,,,dr,,
6164,1008141,Public Market at The Village at Meridian,https://www.facebook.com/PublicMarketVillageAtMeridian,,,http://adrianandsabine.com/events/,True,Meridian,Idaho,3600 fairview,Ada,-116.353092,43.622299,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/14/2013 5:14:31 PM,Private business parking lot,3600,,,fairview,,,,,,,
6165,1000749,Public Market On The Willapa,,,,,False,Raymond,Washington,4 haven street,Pacific,-123.718,46.6749,0,0,0,0,,,,,,,,,,,2009,,4,,,haven,,,,,street,,
6166,1003506,Pueblo Farmers Marketeers,,,,,False,Pueblo,Colorado,4 midtown st,Pueblo,-104.62,38.2704,0,0,0,0,,,,,,,,,,,2009,,4,,,midtown,,,,st,,,
6167,1004792,Pueblo of Pojoaque Farmers  Crafts Market,,,,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,True,Pojoaque,New Mexico,78 cities of gold,Santa Fe,-106.020727,35.888389,0,1,0,1,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5/20/2014 3:35:21 PM,Local government building grounds,78,,,cities of gold,,,,,,,
6168,1005073,Puget Island Farmers Market,www.facebook.com/pugetislandfarmersmarket,,,,True,Cathlamet,Washington,59 birnie slough west road,Wahkiakum,-123.383954,46.181145,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3/27/2015 6:51:35 PM,,59,,,birnie slough,west,,,,road,,
6169,1009818,Pulaski County Farmers Market,https://www.facebook.com/PulaskiCountyMOFarmersMarket,,,,True,Waynesville,Missouri,,Pulaski,-92.201622,37.832819,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4/6/2014 3:25:09 PM,Local government building grounds,,,,,,,,,,,
6170,1001180,Pulaski Farmers Market,,,,http://www.pulaskifarmersmarket.com,True,Pulaski,New York,,Oswego,-78.8296,42.8216,0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6/23/2011 2:32:21 PM,Local government building grounds,,,,,,,,,,,
6171,1009554,Pullman Farmers Market,,,,http://www.pullmanchamber.com/visit-pullman/things-to-do-in-pullman/farmers-market/,True,Pullman,Washington,240 kamiaken northeast st,,-117.179,46.7307,1,0,0,0,,,,,,,,,,,2013,,240,,,kamiaken,northeast,,,,st,,
6172,1003504,Punta Gorda Downtown Farmers Market,puntagordafarmersmarket,,,http://www.puntagordafarmersmarket.com,True,punta gorda,Florida,taylor street,Charlotte,-82.0502018,26.9342162,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7/6/2016 3:57:52 PM,,,,,taylor,,,,,street,,
6173,1005563,Punta Gorda Downtown Farmers Market,,,,http://www.icgov.org/farmersmarket,True,Iowa City,Iowa,460 washington east st,Johnson,-91.5290438,41.6600665,0,0,0,0,,,,,,,,,,,3/31/2014 4:38:09 PM,Local government building grounds,460,,,washington,east,,,,st,,
6174,1010327,Punta Gorda History Park Farmers Market,https://www.facebook.com/pages/Punta-Gorda-History-Park-Farmers-Market/525497064138559,,,,True,Punta Gorda,Florida,,Charlotte,-82.055929,26.925563,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6/23/2014 6:57:47 PM,,,,,,,,,,,,
6175,1010384,Purdue Farmers Market,https://www.facebook.com/PurdueSustainability,https://twitter.com/SustainPurdue,,http://www.purdue.edu/sustainability/initiatives/food/farmersmarket.html,True,West Lafayette,Indiana,oval dr,Tippecanoe,-86.914239,40.42583,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,8/4/2014 12:33:56 PM,Educational institution,,,,oval,,,,,dr,,
6176,1001442,Purple Porch Coop,https://www.facebook.com/PurplePorchCoop,https://twitter.com/purpleporchcoop,www.youtube.com/watch?v=Vp0mLPeWe4M,http://www.purpleporchcoop.com,True,South Bend,Indiana,123 hill north st,St. Joseph,-86.2428794,41.6767599,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3/19/2015 11:57:24 AM,,123,,,hill,north,,,,st,,
6177,1000932,Putnam County Farmers Market,,,,,False,Greencastle,Indiana,2,Putnam,-86.8664,39.6473,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,2
6178,1004357,Putnam County Farmers Market,,,,,False,Unionville,Missouri,unionville mo 5 in,Putnam,-92.9776,40.4745,0,0,0,0,,,,,,,,,,,2009,,,unionville,mo,,,,,,,,5 in
6179,1007765,Putnam Farmers Market,,,,http://www.nectfaremrsmarket.org,True,Putnam,Connecticut,18 kennedy drive,Windham,-71.9214,41.9277,0,0,0,0,,,,,,,,,,,2009,,18,,,kennedy,,,,,drive,,
6180,1011596,Putnam Farmers Market,www.facebook.com/putnamfarmersmarket,,,http://putnamfarmersmarket.weebly.com,True,Hurricane,West Virginia,1 valley way,Putnam,-81.99554,38.441892,1,0,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/31/2015 3:16:54 PM,,1,,,valley,,,,,way,,
6181,1005129,Putney Farmers Market  IndoorWinter,https://www.facebook.com/putneyfarmersmarket,,,http://www.putneyfarmersmarket.org,True,Putney,Vermont,130 hill west rd,Windham,-72.541118,42.991213,1,0,0,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/29/2015 3:29:40 PM,,130,,,hill,west,,,,rd,,
6182,1011084,Putney Farmers Market  OutdoorSummer,www.facebook.com/putneyfarmersmarket,,,http://www.putneyfarmersmarket.org,True,Putney,Vermont,brown way,Windham,-72.5227336,42.9677795,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4/25/2015 4:24:03 PM,,,,,brown,,,,,way,,
6183,1003402,Puyallup Farmers Market,,,,http://www.puyallupmainstreet.com/farmersmarket,True,Puyallup,Washington,,Pierce,-122.2939,47.19058,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4/28/2012 11:46:40 AM,Local government building grounds,,,,,,,,,,,
6184,1008504,Quad Cities Food Hub,https://www.facebook.com/quadcitiesfoodhub,,,http://www.qcfoodhub.com/home,True,Davenport,Iowa,421 river west drive suite 5,Scott,-90.5787623,41.5201638,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4/22/2014 12:23:07 PM,Local government building grounds,421,,,river,west,,,,drive,,suite 5
6185,1011597,Quakertown Farmers Market,facebook.com/QuakertownFarmersMarket,,,http://www.ItsFresherHere.com,True,Quakertown,Pennsylvania,201 station road,Bucks,-75.330657,40.431814,1,0,0,0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6/29/2016 2:34:53 PM,,201,,,station,,,,,road,,
6186,1010311,Quantico Farmers Market,,,,,False,Quantico,Virginia,3500 russell rd,Stafford,-77.349926,38.520335,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/12/2014 9:10:47 AM,Other,3500,,,russell,,,,,rd,,
6187,1004735,Quarry Farmers  Ranchers Market,https://www.facebook.com/quarryfarmersmarket,https://twitter.com/quarryfm,,http://www.quarryfarmersmarket.com,True,San Antonio,Texas,255 basse east road,Bexar,-98.480976,29.494037,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3/14/2014 9:46:22 AM,Private business parking lot,255,,,basse,east,,,,road,,
6188,1010145,Queen Anne Farmers Market,https://www.facebook.com/QAFarmersMkt,https://twitter.com/@QAFarmersMkt,,http://www.qafma.net,True,Seattle,Washington,crockett west street,King,-122.357601,47.637172,1,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5/14/2014 12:52:54 PM,Closed-off public street,,,,crockett,west,,,,street,,
6189,1005260,Queen Kapiolani Park Peoples Open Market,,,,http://www.honolulu.gov/parks/programs/pom,True,Honolulu,Hawaii,monsarrat,Honolulu,-157.81638,21.268812,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/25/2015 4:25:23 PM,,,,,monsarrat,,,,,,,
6190,1010982,Queens Botanical Gardens Down to Earth Farmers Market,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,https://www.youtube.com/user/DowntoEarthMarkets,http://www.downtoearthmarkets.com,True,Queens,New York,at main avenue street,Queens,-73.82643,40.751784,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/29/2016 11:45:16 AM,,,,,at main,,,,avenue,street,,
6191,1003273,Queens Hospital Center Farmers Market,,,,,False,Jamaica,New York,82 164th street,Queens,-73.7991,40.7089,0,0,0,0,,,,,,,,,,,2011,,82,,,164th,,,,,street,,
6192,1007233,Queensbury Farmers Market,https://www.facebook.com/GFFarmersMarket,,,http://www.glensfallsfarmersmarket.com,True,Queensbury,New York,,Warren,-73.683081,43.342329,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/16/2014 8:48:41 AM,Private business parking lot,,,,,,,,,,,
6193,1002169,Questa Farmers Market,,,,,False,Questa,New Mexico,,,-105.601,36.698,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
6194,1009980,Quincy Certified Farmers Market,https://www.facebook.com/quincyfm,,,http://www.quincyfarmersmarket.org,True,Quincy,California,church,Plumas,-120.9441908,39.9367313,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4/19/2014 10:24:42 PM,Local government building grounds,,,,church,,,,,,,
6195,1004184,Quincy Farmers Market,,,,http://www.quincyfarmersmarket.com,True,Quincy,Massachusetts,0 denis ryan parkway,Norfolk,-71.00002,42.24825,1,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4/26/2012 2:41:53 PM,Local government building grounds,0,,,denis ryan,,,,,parkway,,
6196,1007199,Racines Farmers Market,,,,,False,Elmwood Plaza Racine,Wisconsin,durand ave,Racine,-87.823,42.6964,0,0,0,0,,,,,,,,,,,Apr 21 2010 8:45 AM,,,,,durand,,,,,ave,,
6197,1011853,Radford Farmers Market,https://www.facebook.com/rfmkt,,,http://www.radfordchamber.com,True,Radford,Virginia,main east street,Radford,-80.557664,37.141092,1,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/31/2016 4:40:07 PM,,,,,main,east,,,,street,,
6198,1005457,Rainbow Blossom Farmers Market,,,,,False,Louisville,Kentucky,3738 lexington road,Jefferson,-85.6588,38.2524,0,0,0,0,,,,,,,,,,,2009,,3738,,,lexington,,,,,road,,
6199,1009815,Rainier Marina Market,,,,http://www.rainier97048.org,True,rainer,Oregon,115 a east street,Multnomah,-122.416013,45.546734,1,0,0,0,,,,,,,,,,,4/5/2014 6:56:51 PM,,115,,,a,east,,,,street,,
6200,1001483,Raleigh Downtown Farmers Market,https://www.facebook.com/RaleighEatLocal,https://twitter.com/RalDTFarmersMkt,,http://www.RaleighEatLocal.com,True,Raleigh,North Carolina,400 city plaza block of fayetteville street,Wake,-78.639386,35.774302,1,1,0,1,1.0,,,,,,,,,,5/13/2014 10:45:19 AM,Closed-off public street,400,city plaza,,block of fayetteville,,,,,street,,
6201,1004997,Ralph H Johnson Medical Center Farmers Market,,,,,False,Charleston,South Carolina,109 bee st,Charleston,-79.954,32.7841,0,0,0,0,,,,,,,,,,,2011,,109,,,bee,,,,,st,,
6202,1002470,Ralphs Joy of Living Farmers Market,,,,http://www.joyofliving.com/fremont-market,True,Fremont,Ohio,front street,Sandusky,-83.1135499,41.345408,0,1,1,1,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4/10/2014 5:43:26 PM,Closed-off public street,,,,front,,,,,street,,
6203,1004770,Ramah Farmers Market,https://www.facebook.com/pages/Ramah-Farmers-Market/124305214279483?fref=ts,,,http://www.FarmersMarketsNM.org,True,Ramah,New Mexico,,McKinley,-108.4961705,35.1346095,1,1,0,1,,,,,,,,,,,6/5/2014 2:34:10 PM,Private business parking lot,,,,,,,,,,,
6204,1005458,Ramona Certified Farmers Market,https://www.facebook.com/BullerGardens?fref=ts,,,http://www.ramonafarmersmarket.com,True,Ramona,California,1855 main street,San Diego,-116.8821,33.03448,1,1,0,1,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2016 2:02:49 PM,,1855,,,main,,,,,street,,
6205,1001464,Ramsey Farmer Market,,,,,False,Anoka,Minnesota,14544 ramsey east pkwy,Anoka,-93.44986,45.234616,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5/24/2012 4:31:59 PM,,14544,,,ramsey,,east,,,pkwy,,
6206,1010983,Ramsey Farmers Market,www.facebook.com/ramseyfarmersmarket,,,http://www.ramseyfarmersmarket.org,True,Ramsey borough,New Jersey,8 main west street,Bergen,-74.145931,41.059136,1,1,1,1,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6/27/2016 3:38:03 PM,,8,,,main,west,,,,street,,
6207,1010984,Ramsey Farmers Market,www.facebook.com/ramseyfarmersmarket,,,http://www.ramseyfarmersmarket.org,True,Ramsey borough,New Jersey,73 monroe st,Bergen,-74.145931,41.059136,1,1,1,1,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6/27/2016 3:39:40 PM,,73,,,monroe,,,,,st,,
6208,1000313,Ranchester Farmers Market,,,,,False,Ranchester,Wyoming,,,-107.166,44.9096,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
6209,1006030,Rancho Bernardo Certified Farmers Market and Specialties,,,,,True,San Diego,California,13330 paseo del verno norte,San Diego,-117.046657,33.032751,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3/13/2014 8:15:56 PM,Private business parking lot,13330,,,paseo del verno norte,,,,,,,
6210,1002379,Rancho Cucumonga Farmers Market,,,,,False,Rancho Cucamonga,California,,San Bernardino,-117.67,35.6501,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
6211,1008079,Rancho Farm  Art market,,,,http://www.Ranchofarmnartmkt.com,True,Fountain,Colorado,8165 indian village hts,El Paso,-104.6747807,38.5349209,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3/31/2014 4:19:58 PM,Private business parking lot,8165,,,indian village,,,,,hts,,
6212,1002155,Rancho Santa Fe Farmers Market,,,,http://www.ranchosantafefarmersmarket.com,True,Rancho Santa Fe,California,16079 san dieguito rd,San Diego,-117.1965855,32.98981234,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/11/2013 11:18:57 PM,Private business parking lot,16079,,,san dieguito,,,,,rd,,
6213,1005409,Rancho Santa Margarita Farmers Market,,,,,False,Santa Margarita,California,plano trabuco dove canyon dr,Orange,-117.578,33.6428,0,0,0,0,,,,,,,,,,,2009,,,plano trabuco,,dove canyon,,,,,dr,,
6214,1001489,Randallstown Farmers Market,,,,,False,Randallstown,Maryland,8406 liberty road,Baltimore,-76.779059,39.361677,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5/16/2012 2:10:42 PM,Local government building grounds,8406,,,liberty,,,,,road,,
6215,1011310,Randolph County Farmers Market,,,,,False,Wedowee,Alabama,2959 333 county road,Randolph,-85.448824,33.256654,1,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8/5/2015 3:29:09 PM,,2959,,,333,,,,county road,,,
6216,1012382,Randolph County Farmers Market,Randolph County Farmers' Market,,,,True,Pocahontas,Arkansas,210 mcdonald street,Randolph,-90.968122,36.261149,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7/9/2016 9:00:08 PM,,210,,,mcdonald,,,,,street,,
6217,1001516,Randolph Farmers Market,,,,,False,Randolph,New York,72 main st,Cattaraugus,-75.6651,43.1142,0,0,0,0,,,,,,,,,,,2009,,72,,,main,,,,,st,,
6218,1002591,Randolph Farmers Market,,,,,False,Randolph,Vermont,central st rt-66,Orange,-72.656,43.9303,0,0,0,0,,,,,,,,,,,May 17 2010 4:29 PM,,,central,st,,,,rt-66,,,,
6219,1005435,Rantoul Farmers Market,,,,,False,Rantoul,Illinois,120 sangamon east ave,Champaign,-88.158932,40.310842,0,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6/1/2012 12:58:17 PM,Private business parking lot,120,,,sangamon,east,,,,ave,,
6220,1009517,Rascal FairWhite Oaks Community Market,,,,http://www.localharvest.org/rascal-fair-white-oaks-community-market-M58694,True,White Oaks,New Mexico,985 white oaks avenue,,-105.736,33.7479,1,0,0,0,,,,,,,,,,,2013,,985,,,white oaks,,,,,avenue,,
6221,1004009,Rathdrum Farmers Market,,,,http://www.rathdrumfarmersmarket.org,True,Rathdrum,Idaho,53 hwy,Kootenai,-116.889,47.8159,0,0,0,0,,,,,,,,,,,2009,,,,,53,,,,hwy,,,
6222,1001360,Ravenna Farmers Market,,,,,False,Ravenna,Nebraska,200 grand south avenue,Buffalo,-98.9127,41.0247,0,0,0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4/26/2011 8:20:20 AM,Closed-off public street,200,,,grand,south,,,,avenue,,
6223,1002959,Ravinia Farmers Market,,,,http://www.raviniafarmersmarket.com,True,Highland Park,Illinois,,Lake,-87.7816,42.165,0,0,1,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3/31/2014 10:23:22 PM,Closed-off public street,,,,,,,,,,,
6224,1010546,Raw and Juicy Farmers Market,,,,,False,Miramar Beach,Florida,9375 emerald coast pkwy,Walton,-86.3320976,30.3778603,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8/22/2014 3:26:16 PM,,9375,,,emerald coast,,,,,pkwy,,
6225,1006139,Rawlins Downtown Farmers Market,,,,http://www.rawlinsmainstreet.org,True,Rawlins,Wyoming,400 front west street,,-107.239,41.787,0,0,0,0,,,,,,,,,,,2009,,400,,,front,west,,,,street,,
6226,1001905,Ray Farmers Market,,,,,False,Ray,North Dakota,,Williams,-97.0906,47.9217,0,0,0,0,,,,,,,,,,,2009,,,,,,,,,,,,
6227,1000598,Raymond Farmers Market,,,,http://www.raymondareanews.com/thingstodo/frmrsmkt.html,True,Raymond,New Hampshire,64 freetown rd,Rockingham,-71.165904,43.020729,0,0,0,0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4/26/2012 1:58:15 PM,Private business parking lot,64,,,freetown,,,,,rd,,
6228,1008680,Raymores Original Town Farmers Market,https://www.facebook.com/cityofraymoremo,,,http://www.raymore.com/index.aspx?nid=504,True,Raymore,Missouri,200 washington south,Cass,-94.453098,38.801981,1,0,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6/27/2013 3:48:17 PM,"Faith-based institution (e.g., church, mosque, synagogue, temple)",200,,,washington,south,,,,,,
6229,1009225,Rays Market,,,,http://www.raysmarket.net/Home_Page.html,True,Tempe,Arizona,1840 warner east rd,,-111.91,33.3355,1,0,0,0,,,,,,,,,,,2013,,1840,,,warner,east,,,,rd,,
6230,1011330,Raytown Farmers Market,https://www.facebook.com/RaytownFarmersMarketRaytownMO,,,http://www.RaytownFarmersMarket.com,True,Raytown,Missouri,6210 raytown road,Jackson,-94.463531,39.010033,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8/3/2016 3:07:56 PM,,6210,,,raytown,,,,,road,,
6231,1004048,Reading Terminal Market,https://www.facebook.com/readingterminalmarket,https://twitter.com/RdgTerminalMkt,thereadingterminal,http://www.readingterminalmarket.org,True,Philadelphia,Pennsylvania,51 12th north street,Philadelphia,-75.159307,39.953605,1,1,0,1,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6/17/2013 2:54:35 PM,Other,51,,,12th,north,,,,street,,
6233,1011130,REAP Olean Farmers Market,https://www.facebook.com/olean.farmers.market,,,http://www.oleanfarmersmarket.com,True,Olean,New York,cinema drive,Cattaraugus,-78.4648828,42.0800011,1,1,0,1,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5/7/2015 2:52:12 PM,,,,,cinema,,,,,drive,,
6234,1012502,REC Beaver Brook Park Market,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,306 chandler st,Worcester,-71.825397,42.262154,1,1,0,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 2:36:05 PM,,306,,,chandler,,,,,st,,
6235,1008885,REC Mobile Farmers Market  Coes Pond Village,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,39 1st street,Worcester,-71.8498507,42.2526097,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 12:58:40 PM,,39,,,1st,,,,,street,,
6236,1008883,REC Mobile Farmers Market  Edward M Kennedy Community Health,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,19 tacoma street,Worcester,-71.7663802,42.3029456,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 1:02:52 PM,,19,,,tacoma,,,,,street,,
6237,1008880,REC Mobile Farmers Market  Elm Park Towers,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,425 pleasant street,Worcester,-71.816359,42.263769,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 4:06:43 PM,,425,,,pleasant,,,,,street,,
6238,1008881,REC Mobile Farmers Market  Family Health Center of Worcester,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,26 queen street,Worcester,-71.813676,42.258897,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 1:10:03 PM,,26,,,queen,,,,,street,,
6239,1008894,REC Mobile Farmers Market  Green Hill Towers,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,27 mt vernon street,Worcester,-71.788278,42.277007,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/15/2016 9:37:58 AM,,27,,,mt vernon,,,,,street,,
6240,1008884,REC Mobile Farmers Market  Lincoln Park Towers,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,11 lake ave,Worcester,-71.758319,42.272996,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 1:00:38 PM,,11,,,lake,,,,,ave,,
6241,1008882,REC Mobile Farmers Market  Lincoln Village,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,40 pleasant valley drive,Worcester,-71.775521,42.297673,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 1:06:47 PM,,40,,,pleasant valley,,,,,drive,,
6242,1008891,REC Mobile Farmers Market  Out to Lunch Concert Series City Hall Common,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,455 main street,Worcester,-71.801112,42.262366,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 12:32:22 PM,,455,,,main,,,,,street,,
6243,1008893,REC Mobile Farmers Market  Plumley Village,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECWorcester,,http:// www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,16 laurel street,Worcester,-71.795536,42.270086,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 12:20:10 PM,,16,,,laurel,,,,,street,,
6244,1008890,REC Mobile Farmers Market  Seabury Heights Apartments,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,240 belmont street,Worcester,-71.7818616,42.2719811,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 12:36:20 PM,,240,,,belmont,,,,,street,,
6245,1008886,REC Mobile Farmers Market  Seven Hills Foundation,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,81 hope ave,Worcester,-71.8255759,42.2312848,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 12:51:55 PM,,81,,,hope,,,,,ave,,
6246,1012532,REC Mobile Farmers Market  The Senior Center,https://www.facebook.com/recfarmersmarkets/?fref=ts,https://twitter.com/RECFarmMarket,,http://www.recworcester.org/#!markets/c1m3b,True,Worcester,Massachusetts,128 providence street,Worcester,-71.7930315,42.248111,1,1,0,1,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7/13/2016 1:17:57 PM,,128,,,providence,,,,,street,,
